titre,description,logo,filetype,url
Apprendre à construire des personas,"Un persona est un archétype représentant un groupe de personnes dont les comportements, motivations et buts sont proches. Les personas sont utilisés en Design, Ergonomie, Marketing, Informatique, etc. pour permettre au(x) concepteur(s) de déterminer ce que le produit ou service doit faire et comment il devrait fonctionner.",/images/formation/articles/personas,.jpg,apprendre/personas.html
