titre,description,logo,filetype,url
Interview de Judd Antin (Airbnb) par Steve Portigal,"Cet article est une traduction de la transcription d'interview de Judd Antin, Director of Experience Research chez Airbnb, réalisée par Steve Portigal, User Research Consultant. Il aborde l'organisation de l'équipe de recherche utilisateur au sein d'Airbnb (quels types de personnes, quelles interventions sur les projets, quelle place dans l'organisation, etc.).",/images/partage/articles/interview-airbnb,.jpg,articles/interview-judd-antin-airbnb-steve-portigal.html
